key,landmark(x;y;z),pose(x;y;z;r;p;y;cov[36]),velocity(u;v;w),bias(bu;bv;bw;br;bp;by)
l12684,127.347672;-6.504924;5.363735,,,
l12685,131.407489;-6.155152;5.364758,,,
l12686,147.288851;11.294186;5.279707,,,
l12687,130.845555;12.628475;5.229531,,,
l12691,140.948265;10.980375;5.717084,,,
l12694,136.889157;-5.805745;6.231368,,,
l12695,155.493075;-5.643408;6.166851,,,
l12697,163.301683;10.133770;6.212055,,,
l12698,131.812506;-5.643555;6.232882,,,
l12699,146.652543;9.616266;6.584874,,,
l12702,145.311638;-4.493105;6.824535,,,
l12706,139.887279;-4.957062;6.903664,,,
l12707,148.872641;8.601333;6.915392,,,
l12711,163.767320;8.279035;7.307830,,,
l12720,163.607529;-1.892508;8.269930,,,
l12721,152.063388;-1.776900;8.120570,,,
l12729,142.466273;-2.061191;8.699817,,,
l12730,147.874943;-1.001403;8.755587,,,
l12738,148.124426;3.047183;8.850222,,,
l12742,151.597324;5.947558;8.950112,,,
l12746,162.168662;7.198969;9.182679,,,
l12747,147.087324;2.369466;9.316802,,,
l12749,160.737502;2.884830;9.869481,,,
l12753,144.801250;-7.992963;0.845873,,,
l12981,150.540953;-7.293981;0.854201,,,
l13141,134.851237;-8.208277;0.831099,,,
l13142,136.323843;-8.182294;0.833288,,,
l13147,135.411999;-8.094598;1.229975,,,
l13148,131.750850;-7.886407;1.152089,,,
l13150,137.352556;-7.744006;1.268223,,,
l13151,135.823048;12.489887;1.283996,,,
l13153,142.837301;13.320228;1.432552,,,
l13156,151.127056;-6.117618;1.567674,,,
l13157,153.076663;13.245491;1.649471,,,
l13158,145.179834;13.320740;1.481074,,,
l13159,151.183316;13.339978;1.609092,,,
l13161,131.419138;13.970694;1.637958,,,
l13164,132.534167;-6.764266;2.146079,,,
l13166,143.249264;13.286782;2.045628,,,
l13167,141.742355;-7.336943;2.404746,,,
l13169,148.663759;13.073162;2.261496,,,
l13171,138.622383;13.064453;2.378241,,,
l13172,130.120506;-6.681185;2.810863,,,
l13173,146.445703;12.549487;2.822014,,,
l13174,130.823471;13.222024;2.768917,,,
l13175,136.577076;-6.712142;2.888901,,,
l13177,144.783287;-7.478826;3.191296,,,
l13178,145.349587;-7.283954;3.235218,,,
l13179,144.364385;-5.886852;3.119970,,,
l13180,151.621339;12.362152;3.137850,,,
l13181,146.110745;-6.925041;3.292708,,,
l13182,127.615910;12.951967;3.221021,,,
l13183,142.348373;-7.493759;3.523438,,,
l13185,137.079404;-6.872378;3.804335,,,
l13191,137.035304;-6.063510;4.181917,,,
l13192,144.119379;-5.904859;4.237570,,,
l13195,149.863084;-5.836476;4.290060,,,
l13196,149.330314;12.468738;4.441334,,,
l13197,147.650521;12.529094;4.272241,,,
l13199,136.007468;-6.743541;4.462961,,,
l13204,164.358543;12.185035;4.979512,,,
l13206,154.155178;12.661831;4.948821,,,
l13207,151.289579;12.031083;5.390020,,,
l13208,140.987563;12.363252;5.290236,,,
l13209,158.570579;12.417197;5.404896,,,
l13210,141.320886;-6.624273;5.465031,,,
l13214,156.552778;-6.159739;5.870299,,,
l13217,154.968060;12.167604;5.857526,,,
l13218,165.553970;9.893575;6.085489,,,
l13220,147.219939;-4.898668;6.541953,,,
l13222,145.892651;11.045080;6.632097,,,
l13223,154.050886;11.311262;6.527018,,,
l13227,150.646579;10.940505;6.758629,,,
l13229,164.854764;8.677204;7.016877,,,
l13230,151.827101;9.432487;6.878289,,,
l13231,160.200093;-4.405142;7.243435,,,
l13232,166.874124;7.822575;7.262178,,,
l13233,165.878738;8.196647;7.139697,,,
l13235,153.131396;9.041161;7.083364,,,
l13236,158.842984;10.096664;7.191147,,,
l13237,158.087493;10.252788;7.083480,,,
l13238,139.051057;-5.448836;7.379192,,,
l13240,148.434290;-2.928971;7.405104,,,
l13241,144.702536;7.713892;7.414786,,,
l13244,143.526753;-3.779972;7.487985,,,
l13245,152.897920;-2.308565;7.613179,,,
l13246,139.614517;9.298151;7.437067,,,
l13247,153.245238;-2.907998;7.691547,,,
l13249,148.279392;-2.172955;8.031961,,,
l13250,150.622394;-2.249493;7.879545,,,
l13251,164.586282;6.921744;7.969934,,,
l13252,146.613362;7.460055;7.849837,,,
l13253,166.113441;-1.320272;8.129572,,,
l13254,167.992150;1.368577;8.421713,,,
l13255,167.785542;4.784244;8.422678,,,
l13257,152.094428;7.780615;8.394323,,,
l13258,156.027518;8.173426;8.404793,,,
l13260,147.181665;4.601564;8.501796,,,
l13261,144.995722;5.630251;8.601760,,,
l13262,140.334266;6.909835;8.458694,,,
l13263,146.477677;7.258574;8.466454,,,
l13264,157.064724;7.849107;8.594518,,,
l13267,150.311112;7.079099;8.710678,,,
l13268,157.857283;7.562861;8.738994,,,
l13269,152.497182;-0.876023;9.054635,,,
l13270,142.577381;-0.121672;8.844373,,,
l13271,159.332648;1.671790;8.895369,,,
l13273,165.693285;-0.396091;9.108526,,,
l13274,160.639087;0.623620;9.151098,,,
l13275,152.688013;3.556071;9.146587,,,
l13276,152.152942;5.005131;9.061630,,,
l13277,144.511902;5.785857;9.097547,,,
l13278,165.314915;5.847311;9.106186,,,
l13279,145.975952;2.217827;9.382405,,,
l13280,150.434575;2.690537;9.307828,,,
l13281,153.228088;2.602195;9.257528,,,
l13282,167.579335;2.715965;9.457232,,,
l13283,143.920767;2.920128;9.363827,,,
l13284,157.104749;3.391505;9.344373,,,
l13285,166.882798;5.099743;9.367863,,,
l13286,160.840325;7.064576;9.309377,,,
l13287,168.027112;0.548118;9.523929,,,
l13288,167.720993;3.681101;9.493581,,,
l13289,163.845077;4.896425;9.846415,,,
l13290,163.089317;5.686718;9.714699,,,
l13291,164.417703;3.105571;9.929036,,,
l13292,164.118187;3.845193;9.880541,,,
l13461,158.635155;11.390927;7.045347,,,
l13982,154.413498;13.751550;0.854802,,,
l13983,155.976036;13.900068;0.857466,,,
l13984,161.071844;14.076227;0.866226,,,
l13987,146.458662;-7.630974;1.319460,,,
l13990,154.422882;-6.010969;1.490312,,,
l13991,155.067032;13.377582;1.551916,,,
l13992,158.954758;14.081936;1.642189,,,
l13993,143.332965;-7.611876;1.661002,,,
l13995,140.945798;13.330446;1.702937,,,
l13999,154.161883;-5.874321;2.108856,,,
l14000,154.763577;12.947127;2.228217,,,
l14002,137.351532;12.520225;2.299255,,,
l14004,139.946962;13.148296;2.501083,,,
l14005,140.898458;-7.293714;2.637597,,,
l14008,133.445074;12.702896;2.753625,,,
l14009,150.967615;13.075208;2.689851,,,
l14010,154.165875;12.582208;2.869728,,,
l14013,147.659470;-6.835888;3.319932,,,
l14015,147.471543;-5.998488;3.273538,,,
l14018,155.335262;12.525607;3.638180,,,
l14019,133.362448;12.851341;3.425673,,,
l14022,140.856807;-6.038598;3.638987,,,
l14023,132.561155;12.908730;3.693906,,,
l14025,137.737060;12.595817;3.852038,,,
l14027,143.153590;12.398523;4.080929,,,
l14029,148.476559;-6.144827;4.414181,,,
l14030,148.014369;-5.431681;4.316765,,,
l14033,150.618742;12.415774;4.465715,,,
l14034,152.989716;12.599747;4.760841,,,
l14035,159.992766;12.771317;4.829830,,,
l14036,172.745196;11.173520;5.081724,,,
l14037,171.429992;11.798224;4.980990,,,
l14038,126.562730;12.897433;4.890247,,,
l14040,159.531588;-6.023617;5.335519,,,
l14042,153.152192;12.264425;5.423230,,,
l14049,150.636385;-6.077258;5.873102,,,
l14050,146.662046;-5.465532;6.042315,,,
l14052,174.219464;9.139413;6.252041,,,
l14056,152.949618;11.324352;6.647437,,,
l14058,171.547164;8.760954;6.976480,,,
l14061,153.829064;-5.323142;7.110016,,,
l14064,161.900358;10.167160;7.428339,,,
l14065,161.006903;10.760275;7.305447,,,
l14066,164.012398;-4.339625;7.598693,,,
l14067,145.434021;-3.057189;7.476341,,,
l14068,156.592729;-2.125945;7.632181,,,
l14069,168.654357;7.340960;7.524482,,,
l14072,163.013941;9.434510;7.586200,,,
l14073,157.058485;-4.959262;7.807250,,,
l14076,159.358858;8.643847;7.697033,,,
l14077,171.821753;-2.845553;7.935219,,,
l14078,172.639836;1.524739;8.052415,,,
l14080,149.445181;7.899077;8.028046,,,
l14081,161.177127;8.391136;8.038912,,,
l14082,173.985346;-1.705480;8.263010,,,
l14084,168.968392;0.144141;8.437608,,,
l14085,175.195429;0.171658;8.446590,,,
l14087,168.717077;3.840817;8.423091,,,
l14088,174.160318;4.540305;8.317948,,,
l14090,164.039485;6.322032;8.520374,,,
l14091,159.580301;7.908321;8.488576,,,
l14092,170.900657;-0.972702;8.783649,,,
l14093,149.608516;-0.433229;8.822577,,,
l14094,151.284561;0.558016;8.787596,,,
l14097,154.401379;7.432631;8.693349,,,
l14098,162.231142;-3.017859;8.903979,,,
l14099,151.979978;-0.075185;9.006059,,,
l14100,166.269973;4.183693;8.907116,,,
l14101,157.450284;-0.781470;9.259635,,,
l14104,150.153166;3.577470;9.098673,,,
l14108,154.648837;4.827457;9.291968,,,
l14111,163.416496;7.618982;9.312116,,,
l14113,164.611933;7.194936;9.556263,,,
l14114,166.383446;4.252931;9.853954,,,
l14116,168.590115;1.566806;10.303842,,,
l14534,158.954664;-6.890526;1.439808,,,
l14642,155.822464;-7.150573;0.851290,,,
l14643,163.514879;13.008457;0.866876,,,
l14644,171.239440;13.794130;0.881182,,,
l14645,150.129674;13.608060;0.842221,,,
l14647,166.713741;12.797049;1.656268,,,
l14648,162.016759;14.273537;1.566552,,,
l14652,178.067044;-5.999612;1.881108,,,
l14653,174.980070;13.581465;1.847445,,,
l14655,161.735959;-6.575981;2.142821,,,
l14656,147.514498;13.447897;2.126003,,,
l14658,157.539766;-5.500667;2.493185,,,
l14659,173.910882;-7.309108;2.692592,,,
l14660,172.683081;12.836946;2.698087,,,
l14661,157.902904;13.247121;2.695808,,,
l14663,160.907557;13.343166;2.879909,,,
l14664,165.846988;12.887858;3.174018,,,
l14666,170.332337;-5.440154;3.341069,,,
l14668,171.711748;12.880345;3.546126,,,
l14669,151.261454;-5.598890;3.761018,,,
l14673,159.521249;13.318860;4.093969,,,
l14674,165.194305;-6.391848;4.447312,,,
l14675,161.308937;13.247917;4.269926,,,
l14676,162.831483;13.162322;4.420570,,,
l14678,174.986952;12.051930;4.696513,,,
l14679,151.945712;-6.013934;5.220200,,,
l14681,170.038946;12.667556;5.149744,,,
l14683,167.260732;11.185245;5.598979,,,
l14684,166.358809;11.509411;5.498398,,,
l14685,161.311149;12.678449;5.615130,,,
l14687,164.386195;10.924785;5.960831,,,
l14688,161.113002;11.938333;6.222552,,,
l14689,158.048832;-4.963534;6.485154,,,
l14690,170.452007;-4.240446;6.657357,,,
l14692,175.827350;8.753734;6.624630,,,
l14693,174.542390;10.806295;6.518763,,,
l14694,156.348025;11.842356;6.626459,,,
l14695,148.135516;11.679761;6.826223,,,
l14696,151.930620;-5.040819;6.977462,,,
l14697,157.464483;-4.846847;6.922610,,,
l14698,179.869784;-2.816883;7.058372,,,
l14700,147.738125;10.856242;7.007660,,,
l14701,168.313192;-4.594569;7.128289,,,
l14703,172.684788;8.225672;7.098629,,,
l14704,168.324414;8.559111;7.258413,,,
l14705,154.611100;10.029813;7.196496,,,
l14706,175.710864;-2.206990;7.448507,,,
l14709,169.866303;7.854791;7.498761,,,
l14710,165.209207;10.713252;7.593057,,,
l14717,153.924051;-3.688511;8.012603,,,
l14720,179.387460;1.218960;8.015038,,,
l14724,154.157225;-4.614774;8.152153,,,
l14725,173.960754;7.779994;8.211670,,,
l14727,175.209269;1.169055;8.307461,,,
l14728,170.660558;2.093970;8.353033,,,
l14730,166.160096;6.727194;8.340234,,,
l14734,177.018233;3.492187;8.651483,,,
l14735,176.416794;3.809580;8.549332,,,
l14736,175.838889;6.541637;8.504696,,,
l14737,160.086202;-2.791483;8.754848,,,
l14739,173.603233;3.563009;8.963541,,,
l14740,170.326924;0.048659;9.121883,,,
l14747,164.742122;0.749884;10.081400,,,
l14848,166.104123;12.638416;0.868600,,,
l14868,149.859754;-5.947751;2.430077,,,
l14869,167.432993;12.699231;2.327635,,,
l14870,173.199599;12.609593;2.572764,,,
l14873,179.912929;12.646854;2.865320,,,
l14875,163.152343;13.645762;2.820789,,,
l14877,167.412261;12.892773;3.061337,,,
l14878,171.882605;-5.593106;3.218232,,,
l14881,162.804366;13.009207;3.423202,,,
l14886,168.549557;12.638847;3.880732,,,
l14889,158.323236;-6.404584;4.342084,,,
l14890,164.024884;-6.492547;4.575881,,,
l14892,171.507254;-6.236924;4.761759,,,
l14896,172.958134;-5.765892;4.912662,,,
l14897,173.660223;11.281054;5.127653,,,
l14898,183.736575;11.919958;5.157408,,,
l14900,166.658728;-5.800550;5.583608,,,
l14901,179.348754;-5.627523;5.615155,,,
l14904,161.546367;-5.462653;5.944615,,,
l14905,182.683939;10.972731;6.090429,,,
l14908,153.495936;-5.969130;6.078796,,,
l14909,166.273394;-5.640026;6.198283,,,
l14910,184.187402;9.933035;6.229003,,,
l14911,177.069028;10.967109;6.412409,,,
l14912,173.619854;-4.395105;6.622921,,,
l14913,179.180339;-4.218181;6.527452,,,
l14914,179.432195;9.572391;6.674838,,,
l14916,180.159967;9.351464;6.763581,,,
l14919,161.547063;-4.880934;7.087961,,,
l14920,183.778311;8.548259;7.217266,,,
l14921,166.971821;9.442198;7.201514,,,
l14930,163.515087;-2.575406;8.117564,,,
l14931,172.893273;-2.261654;8.119734,,,
l14932,177.775092;1.346000;8.159023,,,
l14933,168.441561;6.665009;8.091176,,,
l14935,162.169810;8.670012;8.102372,,,
l14937,178.699310;0.080036;8.319776,,,
l14938,184.349982;6.394717;8.321932,,,
l14939,180.278143;6.601156;8.689328,,,
l14943,160.324243;-3.818664;9.028419,,,
l14944,182.677727;2.791174;9.044125,,,
l15175,183.015358;12.991108;0.894630,,,
l15176,172.293074;13.422725;0.875413,,,
l15177,179.045124;13.479659;0.887667,,,
l15179,175.454359;-7.691936;1.661836,,,
l15182,172.574527;13.433261;1.642722,,,
l15183,173.594822;13.416689;1.665068,,,
l15184,153.196575;-6.849588;1.804395,,,
l15185,183.058988;13.135313;1.875139,,,
l15188,175.817371;-7.354772;2.466413,,,
l15190,176.374734;-6.943319;2.487940,,,
l15194,169.170620;13.093952;2.959239,,,
l15196,175.382259;-6.956790;3.231790,,,
l15198,168.910851;-6.256214;3.443948,,,
l15200,163.235709;-6.106934;4.007352,,,
l15201,160.201953;-6.211483;4.091606,,,
l15202,167.659437;12.604052;4.185562,,,
l15203,154.052274;-6.215656;4.233941,,,
l15210,176.618210;11.515077;5.077223,,,
l15211,185.997800;11.814890;5.047406,,,
l15214,187.771838;11.279457;5.189993,,,
l15215,147.920508;12.621426;5.145034,,,
l15216,165.024052;-6.139584;5.389187,,,
l15221,165.120347;-5.867635;5.976523,,,
l15222,172.303727;-5.972006;5.915691,,,
l15224,185.871921;-5.504335;5.945454,,,
l15225,186.337796;9.857441;6.079300,,,
l15228,172.611458;11.065830;6.162711,,,
l15229,170.507024;-5.371527;6.317380,,,
l15231,180.445885;11.241743;6.405470,,,
l15232,172.415910;-4.508489;6.629638,,,
l15234,182.879044;9.627370;6.668612,,,
l15235,163.187969;-5.409746;6.666815,,,
l15237,177.798385;-4.146994;6.722097,,,
l15238,177.187894;8.685313;6.748264,,,
l15239,172.162716;10.615702;6.831749,,,
l15240,169.785485;-5.328530;6.872104,,,
l15241,174.644157;-3.647518;7.005334,,,
l15242,173.193786;9.536635;6.951196,,,
l15243,165.493774;-5.508935;7.226655,,,
l15247,174.747551;7.915680;7.148088,,,
l15248,187.531054;7.912966;7.234891,,,
l15249,170.350204;9.693819;7.191876,,,
l15251,182.433193;-2.817101;7.423578,,,
l15252,188.229610;7.614256;7.320598,,,
l15253,166.583183;-5.361372;7.482070,,,
l15255,173.256674;-3.686082;7.515151,,,
l15256,165.615897;-4.718553;7.822813,,,
l15257,170.752760;-3.750080;7.722313,,,
l15258,174.251567;-2.642376;7.694580,,,
l15260,183.626882;7.769402;7.702970,,,
l15262,162.122720;-3.903864;7.918533,,,
l15264,169.707491;-3.620048;8.174502,,,
l15266,186.748990;6.317358;8.148802,,,
l15267,170.740001;-3.184498;8.415449,,,
l15269,170.836872;1.072558;8.402949,,,
l15270,188.613616;1.104535;8.374591,,,
l15271,188.306434;3.935617;8.350100,,,
l15272,188.315681;4.751279;8.362971,,,
l15273,177.348849;4.902208;8.360378,,,
l15274,182.358323;7.180432;8.454169,,,
l15276,174.354856;0.994521;8.479927,,,
l15278,170.824891;5.864322;8.530341,,,
l15280,184.691051;0.148729;8.762129,,,
l15281,169.533381;2.517162;8.790909,,,
l15284,178.860305;6.481660;8.707210,,,
l15285,171.844878;6.980350;8.831716,,,
l15286,167.349357;-3.249091;8.873014,,,
l15289,176.480028;2.887378;8.977275,,,
l15292,185.352253;4.847462;8.926313,,,
l15294,181.442191;2.689454;9.135808,,,
l15295,187.568803;2.743245;9.289320,,,
l15296,178.014362;2.366612;9.311398,,,
l15541,171.289284;-7.659480;0.846436,,,
l15542,174.438159;13.758387;0.862517,,,
l15543,175.218756;13.810611;0.863729,,,
l15544,175.987618;13.844241;0.864913,,,
l15545,159.788370;-7.908568;1.199230,,,
l15546,160.169361;-6.424472;1.558255,,,
l15549,163.827014;-5.988992;1.707164,,,
l15550,181.212202;13.544362;1.718838,,,
l15553,165.142057;-6.980311;2.247692,,,
l15555,174.408761;12.854058;2.268024,,,
l15557,163.720434;-6.247963;2.579686,,,
l15558,181.328195;12.668208;2.557501,,,
l15559,181.030163;13.247971;2.553517,,,
l15560,165.476717;-6.584129;2.737311,,,
l15563,191.990951;-5.692737;2.953552,,,
l15564,174.667427;12.572317;2.981434,,,
l15565,192.028903;12.885045;3.023566,,,
l15568,168.832297;-7.158795;3.589905,,,
l15570,162.567886;-5.998872;3.722147,,,
l15571,163.686297;-6.004120;3.887374,,,
l15572,180.595378;-5.665428;4.031465,,,
l15573,145.247495;12.514508;3.852924,,,
l15574,175.100656;-5.211964;4.219896,,,
l15576,155.825468;-6.269211;4.231325,,,
l15577,167.228414;-6.198062;4.423253,,,
l15578,162.132285;-6.506199;4.518803,,,
l15580,178.252568;12.452232;4.769626,,,
l15581,177.279418;12.610627;4.674608,,,
l15583,190.599040;11.950975;5.022323,,,
l15584,189.787103;12.278412;4.959906,,,
l15585,148.652538;12.674107;4.961866,,,
l15587,191.438196;11.614043;5.087391,,,
l15589,187.018340;10.774074;5.646008,,,
l15590,186.070348;11.026130;5.551077,,,
l15591,150.081495;12.628421;5.431685,,,
l15592,188.099021;10.406489;5.752837,,,
l15597,169.354605;-5.341901;6.415887,,,
l15599,167.647209;9.980855;6.362296,,,
l15601,163.936607;-5.329832;6.628979,,,
l15602,176.604052;-4.658441;6.522577,,,
l15604,190.806196;-4.315016;6.959556,,,
l15605,191.473665;-3.985254;7.044280,,,
l15606,190.733970;8.886936;7.038204,,,
l15608,176.279515;-3.181605;7.147651,,,
l15609,191.522953;8.229151;7.125723,,,
l15613,193.328971;-3.194523;7.282981,,,
l15614,177.304927;-2.557191;7.341115,,,
l15615,176.721391;7.983587;7.398077,,,
l15618,188.487744;-3.969030;7.624504,,,
l15619,182.916411;-3.019087;7.606166,,,
l15622,191.209960;-2.790207;8.032992,,,
l15623,191.374701;1.298521;8.049091,,,
l15624,191.543028;2.151852;8.080222,,,
l15625,192.518973;5.007149;8.265149,,,
l15626,186.059821;6.569883;8.236269,,,
l15629,170.154501;-3.401969;8.301616,,,
l15632,193.389369;4.548770;8.392794,,,
l15633,193.300176;6.597274;8.415342,,,
l15636,187.841477;4.102787;8.495885,,,
l15639,179.032240;7.346752;8.618115,,,
l15641,167.794102;-1.904730;8.672517,,,
l15642,185.007185;0.294356;8.865086,,,
l15644,175.150364;-0.978303;8.987925,,,
l15645,172.768917;-0.267824;8.999534,,,
l15646,181.536923;3.673358;9.045929,,,
l15648,185.141270;5.735509;8.972340,,,
l15650,186.699490;3.701977;9.236613,,,
l15651,185.954565;4.217503;9.097631,,,
l15844,164.727356;-7.939917;0.821983,,,
l15845,166.685435;-8.076609;0.824226,,,
l15846,167.900397;-7.911890;0.825771,,,
l15847,176.496560;-7.417889;0.836291,,,
l15848,180.612688;-6.998484;0.841440,,,
l15850,177.696721;13.966327;0.850833,,,
l15851,161.821480;-7.568106;1.136121,,,
l15852,165.702966;-7.718262;1.216427,,,
l15853,157.382813;-7.459125;1.052727,,,
l15854,167.267109;-7.487321;1.247375,,,
l15855,168.034054;-7.481971;1.263670,,,
l15856,172.282294;-7.279081;1.354358,,,
l15857,162.279103;13.178335;1.628887,,,
l15858,185.898004;13.069611;1.702870,,,
l15860,197.694786;-6.196314;1.923049,,,
l15862,169.516877;13.625295;1.894573,,,
l15863,155.587728;14.216592;1.829303,,,
l15865,178.511660;13.374032;2.243683,,,
l15866,171.615389;-7.062576;2.355779,,,
l15870,159.508330;14.148186;2.334973,,,
l15871,168.004082;-7.140568;2.566956,,,
l15873,169.240401;-7.028758;2.666196,,,
l15874,169.909604;-7.015001;2.721733,,,
l15875,193.669700;-5.415990;2.801959,,,
l15877,176.874091;12.905905;2.828959,,,
l15883,172.233885;-7.300445;3.452160,,,
l15884,157.143007;-6.373996;3.508238,,,
l15885,156.250402;-5.777480;3.433556,,,
l15886,180.574481;12.669151;3.785030,,,
l15894,169.120058;-5.769095;4.443546,,,
l15896,193.529446;11.733763;4.852172,,,
l15897,192.513138;12.111140;4.773975,,,
l15898,191.866515;12.828733;4.736693,,,
l15899,169.516472;-6.442612;5.022258,,,
l15902,184.451133;12.886346;4.933088,,,
l15904,167.321688;12.699089;5.174781,,,
l15905,169.231572;-5.924155;5.407573,,,
l15906,170.099160;-6.002790;5.597724,,,
l15908,168.969827;12.634903;5.441829,,,
l15912,177.547556;-5.315795;5.879146,,,
l15913,197.564419;11.086579;6.272264,,,
l15916,194.768427;-3.130897;6.837436,,,
l15917,193.899520;8.441730;6.814524,,,
l15918,192.786223;8.861207;6.680061,,,
l15920,193.179775;10.345906;6.773591,,,
l15926,188.471325;9.707362;7.038763,,,
l15927,189.134742;9.110407;7.117529,,,
l15932,169.097000;10.095700;7.246889,,,
l15934,183.535844;-1.935654;7.633267,,,
l15935,170.948944;8.411268;7.542297,,,
l15939,180.499561;-2.097779;7.737486,,,
l15940,189.816412;-3.339606;7.992263,,,
l15941,178.811136;-1.893363;8.035287,,,
l15943,196.419372;1.079620;8.090136,,,
l15944,196.537595;5.373361;8.154216,,,
l15945,191.086918;5.534001;8.257953,,,
l15946,195.986847;7.560374;8.115958,,,
l15948,198.402361;-0.520568;8.396062,,,
l15949,197.493000;4.058558;8.281567,,,
l15952,192.977526;-1.297085;8.532457,,,
l15954,188.172315;2.430731;8.564623,,,
l15958,178.757177;3.688550;8.745989,,,
l15961,189.986483;-0.292654;8.913150,,,
l15962,182.585677;0.065196;8.947509,,,
l15963,189.799723;3.318347;8.902268,,,
l15966,183.324964;3.857795;9.181269,,,
l15967,173.205103;6.104266;9.142176,,,
l15968,174.880349;6.074509;9.064550,,,
l15970,188.296953;3.527245;9.493842,,,
l16198,190.965531;13.978632;0.848034,,,
l16199,182.567956;14.043479;0.841216,,,
l16203,179.432291;-6.990791;1.426364,,,
l16204,168.634989;13.614510;1.281207,,,
l16205,182.889616;-6.502778;1.500192,,,
l16207,182.453401;-5.758826;1.487590,,,
l16210,194.707273;13.767944;1.810343,,,
l16216,177.599585;13.627943;2.065156,,,
l16219,177.553866;-5.605285;2.486000,,,
l16223,190.073614;-5.257487;3.299114,,,
l16225,179.431029;12.894471;3.412749,,,
l16226,157.647335;13.244877;3.272743,,,
l16230,191.441178;13.063811;3.512027,,,
l16232,176.444167;12.786127;3.761400,,,
l16233,183.056739;12.760546;3.700457,,,
l16240,184.264571;12.956767;4.552160,,,
l16247,182.516828;12.925328;5.086811,,,
l16251,166.244220;12.787548;5.322047,,,
l16253,166.906118;12.726310;5.431650,,,
l16260,169.039001;10.841086;6.014287,,,
l16261,170.217568;11.343605;5.874227,,,
l16270,195.562660;8.938357;6.584208,,,
l16277,176.819247;11.274630;6.683130,,,
l16278,199.613159;-2.629811;7.007935,,,
l16280,178.505596;10.030550;6.920575,,,
l16281,181.848003;9.945381;6.917676,,,
l16283,184.196948;-4.714522;7.134724,,,
l16287,171.321358;10.921205;7.049440,,,
l16293,187.379103;-4.082333;7.747344,,,
l16295,182.580595;8.915542;7.700279,,,
l16296,187.718926;7.275985;7.912381,,,
l16298,193.698338;7.962585;8.172674,,,
l16299,194.951298;1.352423;8.263833,,,
l16302,194.573625;5.561989;8.257613,,,
l16303,190.261864;5.695914;8.357572,,,
l16305,182.508672;8.446511;8.363559,,,
l16307,196.759086;3.676572;8.607172,,,
l16309,196.157337;3.993621;8.505799,,,
l16310,195.577583;6.725318;8.463141,,,
l16316,193.344363;3.744986;8.922776,,,
l16317,180.414514;4.712802;8.965920,,,
l16318,181.187495;-0.496466;9.082759,,,
l16319,180.909118;4.353299;9.092319,,,
l16320,183.747271;5.218257;9.215850,,,
l16366,178.845635;13.072672;3.240130,,,
l16587,157.597382;14.210403;0.813369,,,
l16589,165.651386;12.769723;1.138205,,,
l16593,171.037062;13.646595;1.228127,,,
l16596,170.023333;-7.376044;1.435817,,,
l16598,184.471920;-6.597299;1.407855,,,
l16600,158.657376;14.248920;1.428003,,,
l16602,193.133451;13.684411;1.644583,,,
l16603,158.067865;14.254076;1.734342,,,
l16605,202.558170;13.627130;1.839959,,,
l16612,176.465905;-5.932901;2.535018,,,
l16617,170.856449;13.538855;2.455581,,,
l16619,183.889082;12.957279;2.726922,,,
l16628,189.583614;13.262701;3.076765,,,
l16629,179.607490;-5.888674;3.299313,,,
l16633,188.523019;-5.458465;3.550940,,,
l16637,168.625205;-5.566453;4.125154,,,
l16639,176.983377;-5.775951;4.371672,,,
l16648,173.889364;12.493539;4.863648,,,
l16651,187.836616;12.744596;5.118114,,,
l16653,179.597943;12.269574;5.229565,,,
l16654,180.289787;12.444710;5.351632,,,
l16655,164.660585;12.823980;5.363303,,,
l16659,188.684691;-5.310415;5.656197,,,
l16662,183.001575;-5.664466;5.979895,,,
l16665,174.658348;-5.239851;6.008238,,,
l16666,205.491438;-5.026132;6.077310,,,
l16668,175.753888;-6.040180;6.384539,,,
l16674,182.635595;-5.469945;6.483990,,,
l16675,200.142424;9.982232;6.554824,,,
l16677,174.193135;11.260582;6.611351,,,
l16678,199.384310;11.417083;6.504399,,,
l16679,201.481427;9.519902;6.713672,,,
l16680,182.248079;11.402757;6.804765,,,
l16681,197.573450;-3.035424;6.971777,,,
l16683,173.878795;10.854726;6.931795,,,
l16685,198.228106;-2.746730;7.069059,,,
l16688,190.274808;-3.916232;7.346438,,,
l16690,193.612586;7.847541;7.295165,,,
l16691,178.510536;8.496368;7.353704,,,
l16694,186.961242;8.167141;7.545338,,,
l16695,190.096109;8.148947;7.456664,,,
l16697,183.562819;-3.917267;7.835110,,,
l16699,199.516468;0.320532;8.190961,,,
l16709,188.597309;6.420771;8.534824,,,
l16710,201.149734;6.936677;8.574119,,,
l16712,202.448571;5.100934;8.757964,,,
l16714,202.112961;6.324796;8.726328,,,
l16715,192.475397;6.745433;8.667085,,,
l16716,192.178895;7.340877;8.628435,,,
l16718,193.841156;0.001523;8.831347,,,
l16719,181.231186;0.797131;8.813807,,,
l16720,203.768107;3.233469;8.960200,,,
l16721,202.989210;4.009897;8.833803,,,
l16723,182.313614;-0.622476;9.182760,,,
l16724,184.264100;-0.464879;9.200310,,,
l16725,183.720735;1.479050;9.037175,,,
l16730,181.948771;5.866422;9.278766,,,
l16732,183.595181;-6.773087;0.790645,,,
l16745,190.823584;13.800587;1.509419,,,
l16850,182.626521;13.285147;0.799853,,,
l16851,198.228237;14.150054;0.795596,,,
