key,landmark(x;y;z),pose(x;y;z;r;p;y;cov[36]),velocity(u;v;w),bias(bu;bv;bw;br;bp;by)
l10183,156.186783;-4.317647;-0.022790,,,
l10184,156.761917;-3.796553;0.080767,,,
l10188,166.145035;13.761321;2.803127,,,
l10189,165.329193;14.080327;2.748440,,,
l10191,145.952011;13.905724;2.531619,,,
l10195,162.571655;12.479618;3.231639,,,
l10197,163.655762;12.120936;3.333957,,,
l10198,155.453186;13.766188;3.282128,,,
l10200,153.342361;-3.668068;1.916741,,,
l10201,156.492813;13.680051;3.427917,,,
l10202,148.435303;13.455740;3.569639,,,
l10204,149.805725;13.177038;3.786237,,,
l10207,166.459671;-2.722572;3.307665,,,
l10208,166.285355;10.536849;4.550527,,,
l10209,149.478973;11.336849;4.147181,,,
l10210,153.185226;12.445114;4.327299,,,
l10211,158.144730;12.777850;4.449463,,,
l10213,147.594284;10.481261;4.270076,,,
l10214,150.203751;11.304443;4.298921,,,
l10215,154.497391;12.147459;4.540047,,,
l10216,159.420242;12.568179;4.644458,,,
l10217,169.086151;-1.478894;3.820428,,,
l10218,162.026993;9.567130;4.728185,,,
l10220,151.541443;11.169132;4.568683,,,
l10221,155.964615;11.632723;4.755239,,,
l10222,160.881821;12.133047;4.844079,,,
l10223,154.354996;-2.821773;3.696982,,,
l10224,164.252518;-2.354858;3.970407,,,
l10225,151.134277;-0.569549;3.834090,,,
l10226,162.909698;9.186036;4.840517,,,
l10228,158.496582;10.090087;5.049872,,,
l10229,167.035141;2.900261;4.920396,,,
l10230,167.187622;3.750204;5.029157,,,
l10231,168.108383;6.593561;5.484041,,,
l10234,168.983383;6.139380;5.593911,,,
l10235,168.857605;8.176631;5.790446,,,
l10236,158.998917;-0.201599;4.938217,,,
l10237,163.780899;2.968410;5.317959,,,
l10238,163.517029;6.942173;5.678926,,,
l10239,158.473526;8.193608;5.691257,,,
l10241,150.595261;9.575936;5.582038,,,
l10242,158.994827;9.453907;5.969766,,,
l10243,161.286545;1.278421;5.583189,,,
l10245,151.663177;0.697227;5.524555,,,
l10246,148.618088;2.413919;5.452932,,,
l10247,161.642349;7.507359;6.317025,,,
l10248,149.519989;4.185514;5.941729,,,
l10249,154.661682;6.324281;6.212325,,,
l10250,158.444885;7.952241;6.545898,,,
l10251,164.175858;1.922058;6.296474,,,
l10252,164.362869;3.084337;6.449691,,,
l10253,164.004791;4.165836;6.477431,,,
l10254,163.982178;6.240453;6.696197,,,
l10255,160.783966;5.367590;6.812564,,,
l10256,161.115952;1.199076;6.472373,,,
l10257,161.171143;3.124981;6.669518,,,
l10258,157.759552;4.541132;6.840361,,,
l10259,160.689819;6.266139;6.893034,,,
l10460,137.655319;-6.426666;-3.915244,,,
l10462,150.684937;15.858326;-1.737541,,,
l10463,156.867294;16.255470;-1.516110,,,
l10464,124.324219;15.628017;-2.564976,,,
l10466,129.926453;14.187490;-2.205843,,,
l10467,128.132919;14.554850;-2.237606,,,
l10469,150.668762;-4.792445;-2.791995,,,
l10473,145.073700;-4.391010;-2.579112,,,
l10475,130.715088;14.331353;-1.530411,,,
l10476,140.597870;-5.886564;-2.604300,,,
l10478,173.607635;-4.030599;-1.534117,,,
l10479,150.969269;-3.827425;-2.107696,,,
l10489,141.134552;-4.415377;-1.289707,,,
l10490,142.742599;-4.140952;-1.027460,,,
l10491,140.721619;-5.140291;-0.981910,,,
l10492,157.122223;15.075446;1.528430,,,
l10493,147.900101;-4.486905;-0.226558,,,
l10496,163.204147;-4.480012;0.483773,,,
l10499,168.511749;-3.935834;1.146698,,,
l10501,167.379440;14.653044;2.649117,,,
l10503,168.992935;13.384548;2.702762,,,
l10509,149.746262;-4.095077;1.259962,,,
l10513,155.770737;-3.666010;1.797069,,,
l10516,172.078949;12.839135;4.101209,,,
l10520,168.311615;10.334455;4.325480,,,
l10521,168.125458;11.194412;4.388895,,,
l10523,151.744858;13.010205;4.068710,,,
l10524,150.950363;-3.543604;2.773931,,,
l10526,170.204651;-1.539969;3.568997,,,
l10527,142.661636;10.684155;3.699928,,,
l10529,165.190506;-2.588121;3.602153,,,
l10531,139.280258;11.642825;3.860607,,,
l10532,150.379959;-3.409078;3.253325,,,
l10533,156.679779;-3.204090;3.477653,,,
l10536,162.906311;-2.205385;4.083068,,,
l10539,152.535156;-3.339381;3.846986,,,
l10540,170.152359;-0.143113;4.697006,,,
l10541,170.103119;9.021316;5.526139,,,
l10543,171.320190;2.834690;5.155451,,,
l10544,171.048813;7.569077;5.549239,,,
l10545,155.505447;9.996271;5.209500,,,
l10547,158.062820;-0.897448;4.718714,,,
l10548,166.856934;-0.329676;5.036790,,,
l10549,172.936722;0.835779;5.290802,,,
l10550,172.644440;1.651409;5.302317,,,
l10554,158.548813;-2.092482;4.766026,,,
l10555,146.835098;-0.204553;4.616520,,,
l10557,168.740845;0.577496;5.499162,,,
l10558,169.052414;5.211181;5.970400,,,
l10559,163.333984;5.458977;5.706787,,,
l10561,160.474243;0.442291;5.429207,,,
l10563,157.884506;0.183875;5.535573,,,
l10565,154.761154;3.211308;5.650530,,,
l10568,162.860901;6.660485;6.629786,,,
l10570,156.525314;7.862133;6.734457,,,
l10571,158.036667;0.822989;6.425802,,,
l10572,155.615356;4.524255;6.804873,,,
l10573,158.167450;5.784240;6.958601,,,
l10574,158.169067;6.414557;7.035691,,,
l10783,152.057663;-5.147604;-3.625164,,,
l10784,157.779922;-4.702141;-3.459949,,,
l10785,167.131638;15.922920;-1.350725,,,
l10787,133.240891;15.698614;-1.784533,,,
l10789,155.173050;-4.898215;-2.949241,,,
l10790,153.783768;16.124043;-0.995806,,,
l10792,130.931778;-5.548336;-3.310242,,,
l10795,157.934494;-4.610081;-2.161752,,,
l10799,153.715424;-3.631351;-1.803093,,,
l10800,170.106430;-5.217319;-1.424312,,,
l10801,168.554367;14.823404;0.400942,,,
l10803,161.710281;14.733067;0.734974,,,
l10809,161.343277;-4.589381;0.222480,,,
l10810,162.030472;-4.346205;0.329623,,,
l10812,144.983536;-3.939626;0.037440,,,
l10813,160.371780;14.476402;2.095903,,,
l10814,154.386459;14.706451;2.038980,,,
l10815,170.830704;13.890865;2.367278,,,
l10819,146.844711;-4.519501;0.885845,,,
l10820,167.926559;13.077682;2.863714,,,
l10824,158.699524;14.056825;3.279194,,,
l10826,167.516800;-3.364308;1.981109,,,
l10827,169.985138;10.984938;3.811779,,,
l10830,172.263519;-2.292859;2.795078,,,
l10831,171.685913;10.441682;4.002440,,,
l10832,170.736816;10.730512;3.893973,,,
l10833,170.370377;12.476789;4.057940,,,
l10834,147.545441;12.829358;3.817322,,,
l10836,148.012192;-3.665547;2.584920,,,
l10838,175.904877;-1.061113;3.459613,,,
l10839,164.379288;-3.001971;3.122148,,,
l10841,171.729782;-0.548911;3.816013,,,
l10843,165.724014;9.381454;4.664375,,,
l10848,149.962769;-2.385894;3.781494,,,
l10849,175.338806;2.862422;4.771602,,,
l10853,171.044556;6.303275;5.333124,,,
l10857,163.987503;-1.728060;4.738124,,,
l10859,172.921158;5.033570;5.563430,,,
l10860,172.316818;5.350420;5.478101,,,
l10864,156.093811;-1.473300;4.732848,,,
l10865,165.609253;0.962698;5.362906,,,
l10868,166.278214;1.466513;5.574863,,,
l10869,154.103424;8.838782;6.027092,,,
l10870,157.054703;9.412133;6.394867,,,
l10871,155.582001;8.745082;6.496017,,,
l11045,155.730652;-5.199823;-3.022513,,,
l11046,153.328705;-4.974474;-3.075931,,,
l11048,162.777359;14.876589;-1.071662,,,
l11049,172.399719;-4.439362;-2.460925,,,
l11050,172.070984;15.832021;-0.713852,,,
l11051,155.924667;-4.887548;-2.469765,,,
l11052,157.192642;-4.741654;-2.394564,,,
l11054,151.265320;15.418820;-0.833371,,,
l11055,161.844284;15.234821;-0.362725,,,
l11056,146.413742;-4.114989;-1.928703,,,
l11057,154.283768;-3.636942;-1.980328,,,
l11058,163.481781;14.927505;-0.314796,,,
l11059,168.436707;15.462584;-0.016909,,,
l11060,156.045395;15.270322;-0.041550,,,
l11061,166.970047;15.551481;-0.080311,,,
l11062,174.936432;-3.719218;-1.398252,,,
l11063,134.102676;-5.969916;-1.762006,,,
l11064,156.920944;-4.196352;-1.285676,,,
l11065,163.450912;15.058296;0.432297,,,
l11067,158.839218;15.023651;0.761234,,,
l11068,154.712967;14.933892;0.967867,,,
l11069,150.266617;14.255361;1.392514,,,
l11071,160.573547;-4.467575;0.291182,,,
l11072,145.237900;-4.479758;0.086127,,,
l11073,163.676315;14.631257;1.883416,,,
l11074,158.223877;14.874485;1.967106,,,
l11077,169.481674;-3.538679;0.767711,,,
l11078,155.999802;14.668590;2.258959,,,
l11081,163.181046;-3.793893;1.376821,,,
l11082,175.861389;-3.292827;1.536666,,,
l11084,158.059143;-3.621030;1.718878,,,
l11085,178.747681;13.290668;3.427364,,,
l11087,162.787399;-3.695541;1.999274,,,
l11088,180.277466;12.282630;3.492069,,,
l11089,157.073898;-3.392344;2.089262,,,
l11090,170.094864;-2.299172;2.592407,,,
l11091,175.649139;-1.969743;2.561992,,,
l11092,175.530716;11.761868;3.863490,,,
l11094,170.264557;10.549935;3.862708,,,
l11095,176.263535;11.553361;3.939992,,,
l11096,167.803192;-2.318478;3.007262,,,
l11097,172.899719;-0.918329;3.150330,,,
l11098,158.036530;-3.137316;2.906795,,,
l11099,179.898926;10.809728;4.357447,,,
l11101,159.556030;10.988117;4.843283,,,
l11104,174.084442;3.399606;4.640128,,,
l11105,174.193787;6.590001;4.984644,,,
l11106,164.612534;8.460075;4.933177,,,
l11107,179.062164;9.561838;5.156130,,,
l11108,166.969055;1.780661;4.723550,,,
l11109,175.041107;2.149190;4.702824,,,
l11111,180.520569;8.586880;5.283383,,,
l11114,176.442261;8.655425;5.630166,,,
l11116,164.696152;4.016525;5.155321,,,
l11117,156.573044;9.424769;5.655143,,,
l11118,156.772629;-2.273625;4.918174,,,
l11119,178.940536;4.893073;5.686884,,,
l11121,165.022217;1.692818;5.759790,,,
l11283,178.788513;15.382607;-1.845995,,,
l11285,174.812347;15.820180;-1.834116,,,
l11290,168.340561;15.638224;-1.110409,,,
l11291,169.360916;15.632998;-1.085185,,,
l11292,178.827225;15.457007;-0.857530,,,
l11295,147.808640;-4.885544;-2.265254,,,
l11302,171.406052;-4.776117;-0.968310,,,
l11304,164.925522;-4.174331;-0.732842,,,
l11306,175.710144;14.712749;0.836098,,,
l11307,164.691711;14.713313;0.798657,,,
l11309,158.369019;-4.106386;-0.298304,,,
l11310,159.247192;-4.137392;-0.183131,,,
l11314,150.065262;-4.378089;-0.001932,,,
l11315,166.868347;14.608300;1.715296,,,
l11316,148.408386;-4.013461;0.599493,,,
l11317,169.039368;14.115089;1.892637,,,
l11318,172.397919;13.531092;2.194828,,,
l11319,181.772903;13.950813;2.224318,,,
l11320,183.553238;13.429038;2.335512,,,
l11326,182.134888;11.929167;3.115340,,,
l11332,158.148727;12.785532;3.389258,,,
l11333,176.224625;13.212070;3.515632,,,
l11335,178.677567;11.613921;3.672781,,,
l11336,159.182159;-3.632439;2.519070,,,
l11337,154.303986;-3.256150;2.677246,,,
l11340,172.998825;10.596714;3.662077,,,
l11341,167.948914;12.452544;3.862748,,,
l11342,165.777405;-3.482686;2.756249,,,
l11344,183.349503;9.922420;4.134112,,,
l11346,166.147339;11.484473;4.148892,,,
l11347,178.389877;-0.857337;3.536467,,,
l11348,184.051575;9.627209;4.201115,,,
l11349,161.597351;-2.994871;3.731208,,,
l11350,161.738785;-2.284140;3.790374,,,
l11355,168.173111;-0.784144;4.110146,,,
l11357,157.421341;-1.989640;4.188012,,,
l11358,182.585236;8.255898;4.928732,,,
l11359,184.516220;3.064243;4.789685,,,
l11360,184.172638;5.885745;4.965932,,,
l11361,184.171310;6.698459;5.036981,,,
l11362,178.182861;9.039406;5.277157,,,
l11364,170.259811;2.766753;4.829369,,,
l11365,178.574463;8.555901;5.297882,,,
l11367,180.605118;2.033707;5.092236,,,
l11369,174.693390;8.280194;5.465600,,,
l11370,167.671753;8.680004;5.597046,,,
l11374,166.135147;4.426027;5.446613,,,
l11376,181.205154;6.716724;5.593787,,,
l11377,183.447510;4.620154;5.814735,,,
l11378,173.898697;4.122156;5.771341,,,
l11625,170.529541;15.891607;-1.464625,,,
l11627,173.113770;16.024628;-1.379906,,,
l11630,182.238785;14.961193;-0.237415,,,
l11636,162.280106;-4.892179;-2.017984,,,
l11637,169.675873;15.402494;-0.075170,,,
l11638,164.527924;-5.053035;-1.824550,,,
l11642,167.855469;-5.307356;-0.887733,,,
l11643,161.526077;-4.558383;-1.037368,,,
l11646,154.104507;-4.718421;-0.929599,,,
l11655,186.820526;13.211469;3.054885,,,
l11657,181.310760;12.599101;3.326438,,,
l11658,160.646011;-4.215812;1.375650,,,
l11661,164.410538;-3.719737;1.724310,,,
l11662,171.609116;-3.402107;1.874496,,,
l11665,161.131882;-3.953557;2.027137,,,
l11666,180.701294;-3.475011;2.582266,,,
l11671,184.747101;10.498975;4.588579,,,
l11672,186.787277;9.572754;4.805828,,,
l11676,180.521332;9.705734;4.774116,,,
l11677,161.647842;11.252006;4.463710,,,
l11680,181.737411;9.192389;4.932395,,,
l11684,186.176041;2.643953;5.041043,,,
l11685,186.231369;3.628092;5.146936,,,
l11686,186.147125;7.379290;5.525856,,,
l11690,172.756226;6.313928;5.293840,,,
l11692,182.755371;2.765619;5.413348,,,
l11693,182.596970;6.532452;5.776200,,,
l11694,173.519516;8.274981;5.739686,,,
l11695,171.470398;0.346767;5.100326,,,
l11696,178.986160;1.691762;5.443929,,,
l11697,164.146423;1.790048;4.998661,,,
l11698,178.859863;2.412245;5.483436,,,
l11701,177.759781;8.273002;5.888556,,,
l11702,164.956131;-0.748092;5.075317,,,
l11703,184.511017;1.272548;5.634654,,,
l11704,185.416061;4.736799;6.160831,,,
l11705,179.666458;6.271823;6.079041,,,
l11707,167.554718;0.568156;5.387101,,,
l11708,167.692642;4.506526;5.840201,,,
l11709,176.180801;4.647739;5.958373,,,
l11710,180.574341;4.675985;6.107911,,,
l11711,180.108185;5.509443;6.092958,,,
l11964,165.220795;-5.734386;-3.473415,,,
l11965,165.981064;-5.800712;-3.449026,,,
l11966,174.332748;-5.137131;-3.086572,,,
l11967,176.517715;-4.789117;-2.979903,,,
l11968,163.264786;15.010410;-2.139054,,,
l11969,165.712006;16.000677;-1.978807,,,
l11970,157.539352;-5.798857;-3.418614,,,
l11971,166.507339;-5.177536;-2.860212,,,
l11972,174.894409;-4.956573;-2.350241,,,
l11973,176.036987;-4.837018;-2.274807,,,
l11974,176.439545;-4.351263;-2.220002,,,
l11976,160.317139;-3.902463;-2.756513,,,
l11977,176.136902;15.769709;-0.824034,,,
l11980,190.659149;15.344890;-0.002881,,,
l11981,153.135269;-3.934580;-2.568930,,,
l11985,163.970474;-5.009241;-2.051169,,,
l11986,167.182999;-4.975278;-1.726037,,,
l11989,171.861725;14.756733;0.216654,,,
l11990,188.202530;15.138193;0.859477,,,
l11992,168.864319;-5.452775;-0.997293,,,
l11994,169.636688;14.619971;0.628528,,,
l11995,171.595428;14.603548;0.857982,,,
l11996,155.002777;-5.022477;-0.820969,,,
l11997,163.954010;-4.485393;-0.604402,,,
l11998,154.846252;-4.395229;-0.584511,,,
l12000,166.746277;-3.646815;-0.114302,,,
l12001,190.678452;-3.288218;0.782905,,,
l12002,172.492477;-3.764200;0.185084,,,
l12003,171.707809;14.618796;1.561913,,,
l12005,166.293945;-3.844219;0.330256,,,
l12006,174.882294;14.781367;2.023585,,,
l12009,189.086288;13.498204;2.877990,,,
l12010,187.395905;14.391065;2.751118,,,
l12011,178.630585;14.715183;2.545690,,,
l12013,174.384308;13.643911;2.570819,,,
l12016,165.039627;-3.630038;1.621457,,,
l12019,182.730438;-3.113924;2.604956,,,
l12020,172.674164;-3.107473;2.238149,,,
l12021,190.746857;11.487394;3.981132,,,
l12025,168.939316;-2.923676;2.636939,,,
l12028,166.753418;12.352910;3.527412,,,
l12029,190.097641;-1.343379;3.956960,,,
l12031,181.984589;11.001747;4.438271,,,
l12032,187.986267;11.269320;4.577403,,,
l12033,174.377731;10.082809;4.366578,,,
l12035,182.702911;10.705049;4.543686,,,
l12036,185.462708;-2.124483;4.070936,,,
l12037,184.973312;9.628331;4.868124,,,
l12039,163.832184;11.192042;4.233115,,,
l12040,162.212738;-3.612076;3.228364,,,
l12042,181.241882;-1.221778;4.166352,,,
l12043,177.368835;-0.357016;4.156815,,,
l12046,178.143845;-0.122530;4.355212,,,
l12048,175.651642;-0.100416;4.506580,,,
l12049,179.117310;0.213341;4.607563,,,
l12050,190.843796;3.035087;5.439986,,,
l12051,190.735031;6.818442;5.717942,,,
l12052,189.905304;9.048488;5.756821,,,
l12053,191.621933;2.376067;5.543211,,,
l12054,185.632736;4.174155;5.477841,,,
l12055,185.387009;7.597447;5.720123,,,
l12056,172.957825;9.194852;5.350820,,,
l12057,177.879044;0.612076;5.132414,,,
l12058,181.976181;1.082212;5.345620,,,
l12060,175.356934;0.495402;5.210286,,,
l12061,187.973114;0.921666;5.748957,,,
l12063,182.508041;7.054871;5.956329,,,
l12065,171.351944;0.769796;5.412130,,,
l12066,171.047806;1.674982;5.369135,,,
l12067,179.621796;1.850505;5.671340,,,
l12068,184.412689;2.045724;5.994019,,,
l12070,180.004913;6.686356;6.181880,,,
l12071,177.489838;4.538323;6.123987,,,
l12072,185.530243;5.230378;6.510456,,,
l12307,167.633286;-5.783294;-3.484262,,,
l12308,162.812805;-5.695539;-3.597066,,,
l12309,159.627869;-5.089970;-3.634107,,,
l12310,181.247223;15.061133;-1.721635,,,
l12311,161.056351;14.821495;-2.235692,,,
l12313,179.471848;16.162140;-1.690015,,,
l12314,171.994003;16.175407;-1.873415,,,
l12316,180.707474;15.023417;-0.954789,,,
l12319,149.032944;15.510846;-1.596724,,,
l12320,161.751740;-3.965919;-2.478275,,,
l12325,173.786942;15.101272;0.037370,,,
l12326,164.625458;15.301992;-0.201769,,,
l12328,178.445724;14.769636;0.400714,,,
l12330,176.741119;-3.435591;-0.474840,,,
l12331,177.510468;14.743679;1.042506,,,
l12332,169.740082;-3.409411;-0.225483,,,
l12335,188.446869;14.998048;2.242135,,,
l12337,190.065826;14.073626;2.331651,,,
l12339,165.182556;-4.182575;0.766274,,,
l12341,182.767807;14.608025;2.426806,,,
l12346,183.843842;-3.242116;1.963957,,,
l12347,183.293701;12.740040;3.141958,,,
l12349,173.284286;-4.048681;2.094656,,,
l12353,189.542511;11.053831;3.927020,,,
l12354,173.868134;-2.422438;2.891203,,,
l12355,192.044327;-1.181197;3.359903,,,
l12356,191.189270;10.506248;4.129044,,,
l12357,187.972794;-1.965937;3.592046,,,
l12358,187.754318;10.265730;4.504311,,,
l12359,187.010513;10.871262;4.435005,,,
l12366,181.100143;-0.040174;4.007261,,,
l12369,191.560699;0.025484;4.351877,,,
l12371,193.700546;3.549438;4.978996,,,
l12372,187.998062;-0.660976;4.592078,,,
l12374,188.461395;3.621407;4.976077,,,
l12375,194.038742;6.971488;5.315268,,,
l12377,190.022995;0.512172;5.072957,,,
l12378,189.743805;6.828629;5.503396,,,
l12383,185.341522;5.537526;5.375850,,,
l12385,175.818390;6.431417;5.352852,,,
l12388,176.751129;0.683163;5.129176,,,
l12395,180.177444;3.319257;5.554132,,,
l12396,179.575928;8.158157;5.874407,,,
l12397,177.503113;5.905875;5.788134,,,
l12575,168.709274;-5.669957;-3.602262,,,
l12576,158.081177;15.258973;-2.330433,,,
l12579,179.260620;-3.393717;-2.417679,,,
l12580,179.918289;-3.220176;-2.367995,,,
l12582,191.392731;16.273085;-0.153023,,,
l12585,161.035538;14.949609;-1.143239,,,
l12591,176.835693;-3.303634;-1.360070,,,
l12593,187.205765;15.930122;0.454810,,,
l12594,153.713852;-5.166396;-2.148550,,,
l12596,170.576401;-3.725142;-1.074177,,,
l12597,181.681610;15.327473;0.735755,,,
l12601,169.960648;-4.485990;-0.736310,,,
l12602,173.867264;-3.478699;-0.596754,,,
l12605,177.950424;14.866909;1.693584,,,
l12607,189.521286;14.954826;2.368787,,,
l12608,184.761230;-3.257955;0.971873,,,
l12609,183.590042;15.056387;2.483494,,,
l12610,164.735596;-4.336187;0.591057,,,
l12611,182.400970;-3.503881;1.344239,,,
l12614,178.711716;-3.544831;2.036089,,,
l12616,193.696594;-1.406332;3.355061,,,
l12617,191.268326;13.148708;4.290639,,,
l12620,189.102325;10.537083;4.545134,,,
l12622,178.088120;13.271828;4.253888,,,
l12625,180.365005;11.746715;4.533560,,,
l12627,187.264511;-1.338290;3.963079,,,
l12628,185.978806;10.426716;4.789661,,,
l12630,183.740524;-2.589619;3.912722,,,
l12631,177.271042;-1.561957;3.718032,,,
l12634,181.471146;0.393442;4.288386,,,
l12635,190.877701;0.606123;4.865705,,,
l12636,175.230713;10.081186;4.996842,,,
l12637,186.924118;-0.859179;4.762899,,,
l12638,191.796310;3.417857;5.288526,,,
l12639,190.642395;9.981727;5.709492,,,
l12641,193.024445;2.322048;5.456768,,,
l12642,187.648300;7.227607;5.644138,,,
l12643,183.629547;8.393124;5.632596,,,
l12644,191.865601;9.136992;5.870190,,,
l12645,176.817917;10.018405;5.452744,,,
l12646,189.038239;0.873606;5.383056,,,
l12648,193.552765;1.659953;5.515503,,,
l12650,176.521881;3.455860;5.132025,,,
l12651,193.670502;5.795922;5.904587,,,
l12652,192.966644;6.157161;5.790667,,,
l12653,184.395599;7.796910;5.755222,,,
l12654,188.383240;8.864786;6.001088,,,
l12656,189.605881;6.100380;5.982925,,,
l12658,186.566086;1.238992;5.668759,,,
l12660,175.050003;6.012033;5.562755,,,
l12664,175.839294;5.623154;5.787622,,,
l12666,181.935608;5.189417;6.334877,,,
l12753,160.955978;-5.662942;-3.936670,,,
l12754,187.095169;-4.166903;-2.797874,,,
l12756,153.782303;16.302368;-2.581862,,,
l12757,164.234299;16.383736;-2.165016,,,
l12759,180.076752;-4.405815;-2.500381,,,
l12762,180.782913;-4.349637;-2.453730,,,
l12763,162.713623;-4.041278;-2.796146,,,
l12764,189.261871;15.905181;-0.386019,,,
l12765,198.671921;15.883683;0.177402,,,
l12767,180.865494;-3.393705;-1.777987,,,
l12769,183.330093;15.025139;-0.106758,,,
l12770,178.278946;-3.529621;-1.448397,,,
l12771,189.198547;15.605902;0.415970,,,
l12772,179.988556;15.051216;0.273368,,,
l12773,183.254807;15.245837;0.617345,,,
l12774,175.010544;15.295755;0.367550,,,
l12776,188.444992;-3.675186;-0.400594,,,
l12777,185.662369;15.360250;0.869746,,,
l12778,175.842651;-3.808140;-0.709318,,,
l12780,184.737701;-3.350328;-0.074199,,,
l12784,177.640366;-3.556649;0.658979,,,
l12792,176.293777;14.327540;2.708878,,,
l12793,174.309830;-3.828557;1.475152,,,
l12798,201.590332;-3.015269;3.146542,,,
l12800,170.155487;-3.899928;2.069011,,,
l12801,195.175293;-2.249673;3.167478,,,
l12802,194.095901;13.718608;4.374403,,,
l12804,196.103790;11.888506;4.512643,,,
l12805,195.336472;13.319127;4.537742,,,
l12806,197.439316;11.422841;4.689977,,,
l12809,194.275345;-0.853726;4.014781,,,
l12811,189.567734;9.670436;4.835294,,,
l12813,181.490967;-2.712195;4.011392,,,
l12815,179.601425;-2.155350;4.111926,,,
l12818,195.493668;2.129324;5.408952,,,
l12819,194.684662;2.990932;5.300380,,,
l12821,187.334671;4.407434;5.372311,,,
l12824,197.056381;8.707827;6.341157,,,
l12828,198.362061;6.870446;6.440976,,,
l12829,198.017929;8.091515;6.486027,,,
l12830,189.800491;1.733877;5.799116,,,
l12831,177.194717;2.461673;5.341080,,,
l12832,199.687958;5.000186;6.557613,,,
l12833,198.908264;5.779673;6.457840,,,
l12836,181.358978;7.683860;6.167531,,,
l13030,194.209000;16.460892;-1.660029,,,
l13032,163.485550;16.406719;-2.569572,,,
l13033,168.105026;15.792952;-2.081927,,,
l13037,185.274704;-4.162048;-2.230946,,,
l13039,193.486801;-3.681612;-0.988211,,,
l13040,182.254349;-3.083798;-1.219652,,,
l13041,196.443741;15.277843;0.161556,,,
l13042,181.361252;15.502077;-0.272061,,,
l13044,189.600159;-3.307894;-0.535648,,,
l13045,181.754028;-3.076074;-0.713750,,,
l13048,183.873077;15.250811;0.585500,,,
l13049,195.143936;15.288573;0.952165,,,
l13051,180.215637;14.966260;0.751821,,,
l13053,205.168854;-3.072084;0.947118,,,
l13054,182.616608;15.107412;1.070277,,,
l13055,184.849213;15.041000;1.351341,,,
l13056,183.398041;15.090466;1.168789,,,
l13057,189.683807;-2.883038;0.938529,,,
l13059,174.259048;-3.241761;0.837295,,,
l13062,193.074753;14.184483;2.363661,,,
l13063,184.678207;14.940685;1.997151,,,
l13066,188.979706;-3.115653;2.273477,,,
l13067,192.067703;13.496752;2.992686,,,
l13070,202.733719;14.333853;3.680021,,,
l13071,177.094986;-3.459680;2.494998,,,
l13073,192.296555;12.357611;3.754593,,,
l13076,195.039948;-1.457814;3.426444,,,
l13077,193.679016;11.546602;3.931685,,,
l13078,188.414612;13.047310;3.881167,,,
l13079,200.192627;13.238344;4.245669,,,
l13082,186.566071;12.477003;4.170000,,,
l13083,180.934326;-2.706638;3.604654,,,
l13084,178.875717;-2.234636;3.521682,,,
l13086,204.879395;11.762549;4.878136,,,
l13088,202.248047;10.936798;5.432154,,,
l13091,194.747162;2.497768;5.235839,,,
l13093,199.216675;9.828712;5.767025,,,
l13095,196.105881;1.305612;5.494229,,,
l13097,191.290894;8.244172;5.617126,,,
l13098,200.000000;9.227764;5.881145,,,
l13099,202.317856;2.836598;5.962600,,,
l13100,202.124680;3.841800;5.973975,,,
l13102,195.907349;9.086915;5.933170,,,
l13103,190.305969;1.291105;5.695452,,,
l13104,190.307419;1.894752;5.721925,,,
l13105,202.932739;2.075259;6.053690,,,
l13106,187.167465;5.831320;5.808927,,,
l13107,203.277771;6.475281;6.365377,,,
l13108,202.766327;6.815613;6.281547,,,
l13109,202.129013;7.517090;6.196470,,,
l13110,198.358337;5.175531;6.213387,,,
l13280,183.012909;-4.706724;-3.170792,,,
l13281,190.319687;16.387432;-1.476732,,,
l13284,169.456039;-5.242585;-2.737232,,,
l13286,197.060410;16.231958;-0.378866,,,
l13287,168.028564;-5.095207;-2.432586,,,
l13288,189.052231;-3.463541;-1.599604,,,
l13289,183.769440;-3.018515;-1.489538,,,
l13292,180.371017;-3.193459;-0.506810,,,
l13293,189.589218;15.024294;1.170371,,,
l13294,206.295166;-3.175722;0.834487,,,
l13295,180.800751;-3.831836;0.009765,,,
l13296,196.731750;-3.096493;0.644688,,,
l13299,182.960083;-3.766695;0.416784,,,
l13301,191.384491;15.077441;2.128776,,,
l13302,194.012009;14.890228;2.478834,,,
l13307,203.808777;-3.012014;2.498879,,,
l13308,191.621643;-3.005009;2.092475,,,
l13309,190.312698;13.309276;3.204193,,,
l13311,190.920502;-2.589636;2.663863,,,
l13313,199.057480;14.248304;4.031941,,,
l13314,189.920227;13.405223;3.855690,,,
l13316,192.632431;-2.324433;3.042590,,,
l13317,196.364197;13.574911;4.357988,,,
l13319,203.470474;13.691472;4.706070,,,
l13323,207.453674;12.820727;5.285808,,,
l13324,193.261703;-0.270425;4.023177,,,
l13326,192.471954;10.232044;4.748543,,,
l13328,208.218826;12.437542;5.377327,,,
l13329,198.867508;-0.653732;4.470947,,,
l13334,194.748138;9.555057;6.011359,,,
l13335,185.790543;-0.729998;5.179264,,,
l13336,185.711121;1.730185;5.278229,,,
l13341,188.624023;1.826930;5.654076,,,
l13342,197.306168;5.904354;6.292612,,,
l13345,201.707504;6.518639;6.548102,,,
l13346,207.222687;9.674086;7.083907,,,
l13347,191.933823;4.836444;6.260496,,,
l13495,194.755737;-4.641597;-2.788110,,,
l13496,184.788696;16.378584;-1.681003,,,
